logFC	logCPM	PValue	FDR
gene_2123	-1.9030944126357	8.21739359833465	4.90145174673768e-07	3.12194378773101e-05
gene_2794	-1.96717250145382	7.31524927042585	4.93724480177133e-07	3.13475860429925e-05
gene_2818	-2.13605087529652	6.13882816721288	4.97975122422148e-07	3.15174128115283e-05
gene_2636	-2.3168959043036	5.94254675225169	5.01016832664387e-07	3.16098948053241e-05
gene_2042	-2.14265515605819	5.60446219806224	5.04715122308673e-07	3.17430894533756e-05
gene_2778	-1.98933269261392	10.944046404234	5.10850023352268e-07	3.20282146302362e-05
gene_2590	-1.96066441166397	6.78478732711629	5.1896827913037e-07	3.24355174456481e-05
gene_2831	-1.93010325187596	9.85869654862825	5.24200440375531e-07	3.25858709394354e-05
gene_3086	-1.96542997511235	7.86861527384491	5.25837384032911e-07	3.25858709394354e-05
gene_3336	-2.39503801515642	7.02138703993312	5.26261815671882e-07	3.25858709394354e-05
gene_509	-2.61222475708642	6.96911658784599	5.42006370131597e-07	3.34571833414566e-05
gene_3997	2.75851509251933	4.64697751327121	5.46301622485217e-07	3.36185613837057e-05
gene_209	-2.06705458228242	5.84841494525161	5.51028098538148e-07	3.38054048182913e-05
gene_1144	-1.9502154441225	7.48115723593681	5.53660348900572e-07	3.38630182813806e-05
gene_9	-2.02457434752362	6.48367729418777	5.56578768417201e-07	3.39377297815367e-05
gene_1408	-1.99065283709398	6.58191781598716	5.63720730787519e-07	3.42466936653322e-05
gene_2848	-2.40906232973439	4.92521832488105	5.65070445477981e-07	3.42466936653322e-05
gene_104	-2.1545091081603	8.77564276675152	5.67102445650178e-07	3.4266008800615e-05
gene_3606	2.13717000114429	6.26073504041966	5.75013829869758e-07	3.46393873415517e-05
gene_1466	-2.56988643424972	4.991235355535	5.91377616293222e-07	3.54649260977144e-05
gene_56	-2.07303370563106	6.60886071875538	5.93439446036964e-07	3.54649260977144e-05
gene_2890	-1.89541065109808	7.91953244474272	5.94037512136716e-07	3.54649260977144e-05
gene_2044	-2.14307132692514	6.06179111201237	6.006814842814e-07	3.57548502548453e-05
gene_3456	-1.86688811610194	8.64778270433166	6.03650557160094e-07	3.58249588819047e-05
gene_2616	-1.94079542654855	7.56237972776256	6.06667887729325e-07	3.58305555912165e-05
gene_3604	2.05063162040181	6.00199785699677	6.0732791727112e-07	3.58305555912165e-05
gene_3078	-1.96339188962574	9.43775826448634	6.13874693599423e-07	3.61102760940837e-05
gene_3069	-1.92023319618163	7.7513322676836	6.17279599547523e-07	3.62040820848987e-05
gene_3873	2.21305853026092	6.087293236714	6.3867640450861e-07	3.73494973396848e-05
gene_844	-2.26005927044392	5.66385896098898	6.56270406725105e-07	3.82664960189566e-05
gene_752	-2.00977752668899	11.0618879572849	6.61839969291375e-07	3.84101861094936e-05
gene_790	-1.95970728712614	7.08939606127206	6.62575710388765e-07	3.84101861094936e-05
gene_964	-1.89523128377653	7.66969284760059	6.76200216731436e-07	3.90701015892325e-05
gene_1032	-2.25435031435328	7.39360628768388	6.77866262573184e-07	3.90701015892325e-05
gene_1009	-1.97736154757417	7.55875608548321	6.86235098484957e-07	3.94387987635033e-05
gene_1135	-2.70889445840033	5.80453360622473	6.98399191137815e-07	4.00228762829693e-05
gene_3032	-2.15654429372931	5.72799216148774	7.02855483149198e-07	4.01517008771295e-05
gene_2694	-2.85925283980482	7.25245077555327	7.06474223200709e-07	4.01517008771295e-05
gene_1581	-4.30986399515675	3.75493674942917	7.07091280238888e-07	4.01517008771295e-05
gene_1437	-1.98634650514259	7.11434516698645	7.08677520481335e-07	4.01517008771295e-05
gene_1945	-1.85335626005615	8.54420136066905	7.23971985315613e-07	4.09023720517295e-05
gene_1816	-2.12209653810542	7.32129689643793	7.42771729033396e-07	4.18462945934307e-05
gene_3654	2.00692420033836	6.95733419833481	7.47212874628606e-07	4.19782513836296e-05
gene_239	-2.12172789608169	6.22070333594166	7.4944639468518e-07	4.19857924193378e-05
gene_3986	2.29126210832329	5.55556862661371	7.61206808821232e-07	4.25255200458789e-05
gene_3659	2.63914171790641	5.29502451692202	7.69609381085215e-07	4.28751744337167e-05
gene_2987	-2.00826960519556	6.9388439346802	7.76757722080964e-07	4.3039967174457e-05
gene_297	-1.917886985785	8.78659259194488	7.77456800300701e-07	4.3039967174457e-05
gene_1195	-2.31884447678559	5.43494274781261	7.79023405857671e-07	4.3039967174457e-05
gene_333	-2.12571505800094	6.51628454868281	7.84184851885079e-07	4.32057769633652e-05
gene_3835	2.17958483963785	5.63020804557775	7.92744689479009e-07	4.35574005208246e-05
gene_3828	2.78179615742706	4.7235982437071	7.95765176716183e-07	4.36035713269142e-05
gene_689	-1.97006921528509	8.26533177820284	8.07602946735964e-07	4.41313085648068e-05
gene_3474	-2.49225542090138	5.67682797955398	8.10236297598973e-07	4.4154566626647e-05
gene_683	-2.52751058650568	6.06579857035454	8.13253934362792e-07	4.41985833892822e-05
gene_2974	-2.05586567931313	7.47078137563764	8.19379447309844e-07	4.44108101522951e-05
gene_650	-1.93456984971099	6.76881765221293	8.33385074886007e-07	4.50478418857301e-05
gene_3935	2.14439145806085	5.41299490422966	8.39394991745365e-07	4.51051030938041e-05
gene_2067	-2.30920867732626	5.73958501842252	8.41350395025586e-07	4.51051030938041e-05
gene_716	-4.85874582349101	3.02771372522529	8.41769585438157e-07	4.51051030938041e-05
gene_2346	-1.90114416741949	9.19673742898742	8.44305502236392e-07	4.51051030938041e-05
gene_3228	-2.06012422518319	10.6093495621641	8.45720683008827e-07	4.51051030938041e-05
gene_3412	-1.88796438047529	7.7000473924015	8.54643058909904e-07	4.54597371760587e-05
gene_1033	-1.96043025625539	6.10741256115375	8.57184880649609e-07	4.54739989734541e-05
gene_3770	2.76577884207463	4.40022433757838	8.68338578993438e-07	4.5943840158383e-05
gene_1078	-1.95170975506324	7.65464423627777	8.7311268714941e-07	4.604955028432e-05
gene_837	-1.87208210316329	8.05635392898542	8.78225081792792e-07	4.604955028432e-05
gene_473	-2.63749268505487	4.42707228702144	8.7871134652702e-07	4.604955028432e-05
gene_2376	-2.10540528256247	5.69774696941657	8.80296773752043e-07	4.604955028432e-05
gene_3831	2.20905856568951	5.16211399967756	8.81848887944729e-07	4.604955028432e-05
gene_3789	2.10315405436352	5.43866031058501	8.87142054501129e-07	4.62053153386005e-05
gene_1924	-1.90976164538969	7.06129992074789	8.93175295872081e-07	4.63987166686795e-05
gene_1348	-1.92863389511151	7.36956684977271	9.00930712462065e-07	4.6494384962693e-05
gene_2435	-1.90830546443697	10.8844283789742	9.01669085442015e-07	4.6494384962693e-05
gene_864	-1.96989500722832	6.90411904298998	9.0260424501964e-07	4.6494384962693e-05
gene_742	-2.31974912747883	12.0039999388993	9.04315787524378e-07	4.6494384962693e-05
gene_91	-2.04358557006256	6.38107321962773	9.13509963730238e-07	4.68292423706146e-05
gene_2935	-1.92045693099138	7.16031420857149	9.16780373436728e-07	4.68292423706146e-05
gene_1876	-1.88765357004764	7.13809260939165	9.17853150464046e-07	4.68292423706146e-05
gene_481	-2.09881476561142	5.80591284467678	9.27181263245534e-07	4.71828137351882e-05
gene_3884	2.19399585423388	5.15045454299849	9.3020572399063e-07	4.71828137351882e-05
gene_493	-1.88178632700762	7.60206363830079	9.31860571269967e-07	4.71828137351882e-05
gene_3643	3.36415276243891	5.28477779882212	9.43558915362771e-07	4.76544906748874e-05
gene_3994	2.36289772092248	5.01367096626674	9.52346331122883e-07	4.79771451447296e-05
gene_3469	-2.16304196202734	5.3934426281287	9.61358634085042e-07	4.82674998076746e-05
gene_1397	-1.89657971796808	6.90962902757618	9.62936621163108e-07	4.82674998076746e-05
gene_823	-2.55880537807467	5.21415317281019	9.66121048655828e-07	4.83060524327914e-05
gene_3860	2.04743482342079	5.76431489167586	9.7450921967483e-07	4.86039511059766e-05
gene_3928	3.41220606616631	9.05126876043874	9.7903190660632e-07	4.86884740554976e-05
gene_625	-1.8769262936128	7.47680166883566	9.86360666368146e-07	4.86884740554976e-05
gene_336	-1.95024744603979	9.33216271848517	9.87810461016102e-07	4.86884740554976e-05
gene_3216	-5.177038415423	6.00109151409752	9.88364526307777e-07	4.86884740554976e-05
gene_3403	-1.8823533609593	7.42771863747444	9.88376023326602e-07	4.86884740554976e-05
gene_3952	2.1713079068235	6.61160556441764	9.93039003949925e-07	4.87979854520848e-05
gene_2299	-1.95391664091152	6.87847918215558	9.99649301829122e-07	4.90024167563295e-05
gene_79	-2.20621307968247	5.76805912013863	1.01737553478493e-06	4.97494149039084e-05
gene_1605	-2.18385216201224	5.7172323422738	1.03072209337422e-06	5.00200940771312e-05
gene_2381	-1.83878643693058	9.59081415407547	1.03194688070036e-06	5.00200940771312e-05
gene_2764	-2.04290034596625	7.68612275986568	1.03265721687214e-06	5.00200940771312e-05
gene_2553	-1.91118067366945	7.1495214085356	1.03291494269276e-06	5.00200940771312e-05
gene_888	-1.95506051146527	8.95352568311188	1.04313210561382e-06	5.03928553436626e-05
gene_3483	-2.01382390334184	7.93123767867544	1.06076309161089e-06	5.11211128487177e-05
gene_1832	-1.82289363457724	8.70419598514687	1.06955260160439e-06	5.14207981540571e-05
gene_2382	-1.88581374725817	6.97358217504282	1.07545620718993e-06	5.15806334383658e-05
gene_17	-2.49181345592887	5.86732962844258	1.07805117759844e-06	5.15813960573416e-05
gene_2568	-2.13895397618359	5.54184928982557	1.08735977143345e-06	5.19026143882315e-05
gene_3916	2.05790119118747	7.14159645957157	1.09319047352057e-06	5.20397032281391e-05
gene_611	-2.13462973650131	5.71036969728677	1.09543575295233e-06	5.20397032281391e-05
gene_3972	2.98707180247861	8.74383762914222	1.11202399254486e-06	5.27025588883822e-05
gene_3379	-2.34501449648622	6.83639108463769	1.12567164920305e-06	5.32232458252034e-05
gene_117	-3.23481702916878	7.8786653349616	1.12989039829126e-06	5.32967169005313e-05
gene_1299	-2.2971159854185	5.52900498819355	1.13765079618802e-06	5.34064712747123e-05
gene_1108	-2.01375982661221	7.29611401184674	1.14007657231347e-06	5.34064712747123e-05
gene_3633	3.55244204767	3.45014035703948	1.14022816171511e-06	5.34064712747123e-05
gene_2800	-2.24222784924024	5.04823356623068	1.16009626114757e-06	5.42101056611012e-05
gene_36	-2.03102669929113	5.76189574700621	1.16462070015698e-06	5.42159120966107e-05
gene_2226	-1.92708646865697	7.05988742232983	1.16564211007713e-06	5.42159120966107e-05
gene_3347	-2.41377950894749	5.0544643412949	1.17248102424196e-06	5.42902655849019e-05
gene_2591	-1.84274514268003	11.0317257059296	1.17266973663388e-06	5.42902655849019e-05
gene_594	-2.03847026057192	5.58996510924346	1.17985813409148e-06	5.43743435232615e-05
gene_2024	-2.06019744920638	6.50617770442575	1.17992325445477e-06	5.43743435232615e-05
gene_738	-1.84435934680508	9.63995668038836	1.1899575517965e-06	5.46577142379796e-05
gene_2847	-1.87351434543475	7.11999067979523	1.19154615499081e-06	5.46577142379796e-05
gene_3665	2.36677731909427	5.21552139223486	1.19830937937265e-06	5.46577142379796e-05
gene_1675	-1.81361607737176	8.63273772520773	1.19933598917771e-06	5.46577142379796e-05
gene_708	-2.0190092032318	5.67146858052865	1.19973682752365e-06	5.46577142379796e-05
gene_2280	-2.15482678992866	5.13311246164454	1.21013982506298e-06	5.47439519817324e-05
gene_3731	1.92105215721477	6.452917380834	1.21041033016257e-06	5.47439519817324e-05
gene_1827	-2.34865144578555	5.57131006257701	1.21206889722465e-06	5.47439519817324e-05
gene_283	-2.48114613053729	6.59029634281517	1.21553881381813e-06	5.47439519817324e-05
gene_1749	-1.86293652125018	7.94242122844236	1.21627758049596e-06	5.47439519817324e-05
gene_3658	2.02627581204671	6.1717693955979	1.21805293159355e-06	5.47439519817324e-05
gene_1034	-2.14442153516401	6.7105995413716	1.23295037907113e-06	5.51056871951267e-05
gene_220	-1.918916312913	7.19380953259925	1.23607426453028e-06	5.51056871951267e-05
gene_1250	-2.35392258137257	6.98738528282293	1.23789367422963e-06	5.51056871951267e-05
gene_7675	4.08755532222704	3.92073916909738	1.23793403728817e-06	5.51056871951267e-05
gene_690	-2.29720558778817	9.24279178514581	1.23987796189035e-06	5.51056871951267e-05
gene_3644	3.02781230920188	4.39825012424286	1.24334166734691e-06	5.51371027648297e-05
gene_4	-1.92414316372964	7.12049357575593	1.25725598420355e-06	5.5630795761219e-05
gene_2501	-1.81213562497385	13.4182427271351	1.27178992919073e-06	5.61496657479352e-05
gene_3584	-1.94071070301441	6.25384297697468	1.2752178933883e-06	5.61769997087356e-05
gene_3532	-2.29247373081895	5.78317794836433	1.28617197562152e-06	5.65350318954515e-05
gene_1718	-1.92194734963951	7.21325971686352	1.29546688479447e-06	5.68187230173013e-05
gene_1650	-2.00468739354959	6.2220797575189	1.30191188142344e-06	5.69764499528856e-05
gene_1689	-2.03595236094043	6.44425295457676	1.30720420507641e-06	5.70831530601053e-05
gene_1856	-2.04356945794911	5.89450048761574	1.31441411627474e-06	5.72729462429082e-05
gene_2157	-2.15176869583122	6.12724701239809	1.33406177419181e-06	5.80026858344264e-05
gene_455	-3.16491583842087	4.02879292831019	1.34665791232076e-06	5.8166787790113e-05
gene_2331	-2.29369059573997	5.75006973102303	1.35127879224112e-06	5.8166787790113e-05
gene_238	-2.25519864731524	5.95212473558928	1.35178376916046e-06	5.8166787790113e-05
gene_2338	-2.03741129446955	6.5056619084575	1.35228171719093e-06	5.8166787790113e-05
gene_3507	-2.2527786251737	5.36662109824507	1.35371884256537e-06	5.8166787790113e-05
gene_1773	-1.93329061476381	6.02527015385129	1.35545158555439e-06	5.8166787790113e-05
gene_1473	-1.90626749467078	6.69463231162986	1.35819449489914e-06	5.8166787790113e-05
gene_127	-1.9992190739756	6.06154026924809	1.36596833962356e-06	5.83747153685281e-05
gene_1944	-1.8483641198045	9.79763862970911	1.37059612020426e-06	5.84475957443179e-05
gene_2572	-2.17544000254904	5.90662718467222	1.38049708722826e-06	5.87445569033304e-05
gene_2050	-1.91444918413313	7.03095131315158	1.41668182111558e-06	6.01563405993879e-05
gene_382	-1.88344986584561	6.82313859223167	1.43904736058587e-06	6.09765830756724e-05
gene_92	-2.04483430492013	5.69188469543224	1.4424838784213e-06	6.09929758317674e-05
gene_12	-1.85801615993311	6.79018569727427	1.45085129110882e-06	6.12173540552247e-05
gene_3055	-1.99907462657342	5.58098266873347	1.46081433643274e-06	6.15079720603257e-05
gene_1994	-2.44863099884938	5.43622048867488	1.48241962437786e-06	6.22865388394057e-05
gene_1872	-2.01303767414216	6.41990034712012	1.487544403113e-06	6.23035849599039e-05
gene_322	-2.21680287407876	7.53238599399907	1.4890556805417e-06	6.23035849599039e-05
gene_3457	-1.84905828479804	7.24172263039018	1.49435673635415e-06	6.2394853292449e-05
gene_1831	-5.5216999870133	3.61980377274721	1.50796470626916e-06	6.28318627612151e-05
gene_2340	-1.84191634312986	7.02320588267433	1.54965755524447e-06	6.44348255818907e-05
gene_1883	-1.99625623364668	6.3754631732967	1.56667766090319e-06	6.49648813638718e-05
gene_3480	-2.51181664741322	5.69308725040898	1.5689018849375e-06	6.49648813638718e-05
gene_263	-2.17700354719633	7.69179990100293	1.57438362828329e-06	6.50571747224501e-05
gene_2104	-2.07651716710816	6.96309191205795	1.59398227523487e-06	6.56877390841928e-05
gene_3892	1.94187832429851	5.9823374321338	1.59789242089114e-06	6.56877390841928e-05
gene_2130	-1.91002179225988	8.29940346611575	1.60248895991232e-06	6.56877390841928e-05
gene_1446	-2.0520267539091	5.8830191411848	1.6027808336543e-06	6.56877390841928e-05
gene_760	-2.04494261829301	9.82234616095613	1.60684105744302e-06	6.57194706520663e-05
gene_2845	-5.24548298921091	2.90647112854978	1.61554166338893e-06	6.59404760566909e-05
gene_2273	-2.03096630563786	5.76194550682698	1.62449229642239e-06	6.61188239589205e-05
gene_2717	-1.94132630203787	5.9434439221282	1.62771465466401e-06	6.61188239589205e-05
gene_2387	-1.82477704929245	8.01760799318961	1.62982901058739e-06	6.61188239589205e-05
gene_2188	-2.05453604494167	6.19674634879396	1.65478293135642e-06	6.69952603788024e-05
gene_2160	-1.79406795956273	8.45061841429899	1.66700407162988e-06	6.73536998638335e-05
gene_3272	-2.64511040778576	5.09934466296777	1.71773841306856e-06	6.92636456882483e-05
gene_1222	-1.80702340100317	8.0878418431938	1.72621069554269e-06	6.94652191365269e-05
gene_2539	-2.07172904896841	6.94155164569923	1.7422373484788e-06	6.99335139477992e-05
gene_2467	-1.93538947947778	6.07281686893541	1.74622111735187e-06	6.99335139477992e-05
gene_302	-2.06777110789417	5.76128466581149	1.74833784869498e-06	6.99335139477992e-05
gene_706	-1.84768750613767	7.84904827426466	1.79962948616217e-06	7.18179934769477e-05
gene_2806	-2.00826543376257	6.98542367967912	1.80263163627139e-06	7.18179934769477e-05
gene_17733	3.92906444446292	3.66463924604664	1.8219858476793e-06	7.23269424995306e-05
gene_3066	-2.15868212256362	7.86832920531956	1.82263895098817e-06	7.23269424995306e-05
gene_122	-1.79342052468403	8.31377763979646	1.83093259763165e-06	7.25121820844219e-05
gene_2110	-1.81202193124224	7.48296022798928	1.86306296497611e-06	7.35636847469531e-05
gene_2964	-2.12592540579681	5.46926082457021	1.86648816715957e-06	7.35636847469531e-05
gene_5544	3.47206872183152	3.99025623383929	1.86851759257261e-06	7.35636847469531e-05
gene_3887	1.91226775128807	8.36537887291785	1.8791233612776e-06	7.38358884588449e-05
gene_1625	-1.82317218641939	7.46757355977939	1.88281782208708e-06	7.38359930230228e-05
gene_63	-1.88482830246069	6.30663869704856	1.89940223790655e-06	7.43405963955596e-05
gene_2470	-3.21249804844599	6.14156403597987	1.90692543240258e-06	7.44892747032259e-05
gene_991	-1.83851858669736	7.29906265189414	1.92995201925479e-06	7.52417941229937e-05
gene_783	-1.76963097572957	8.666342390654	1.97569307315797e-06	7.67647478713206e-05
gene_1906	-1.96586168368096	6.48971186515023	1.97822352671597e-06	7.67647478713206e-05
gene_511	-2.73363887067373	4.95854641870849	1.98053049508007e-06	7.67647478713206e-05
gene_3810	2.76946725369316	4.59654975236176	1.99131167102325e-06	7.70333335018666e-05
gene_637	-2.2362091733172	5.58328174490377	2.02409328421985e-06	7.81503198540482e-05
gene_2139	-2.04134917760778	6.6913755678691	2.03276494234281e-06	7.83339091461582e-05
gene_586	-1.77002628644629	8.66319825780588	2.05917186110446e-06	7.9176327755576e-05
gene_1643	-2.08211805419677	5.87927506213824	2.06990603943323e-06	7.9176327755576e-05
gene_2746	-1.96256120973807	5.59549720985887	2.0701203545597e-06	7.9176327755576e-05
gene_4929	-9.14726352033283	3.94853447712157	2.0721781675196e-06	7.9176327755576e-05
