logFC	logCPM	PValue	FDR
gene_3317	-1.61913003158407	5.10450648243399	0.00030303222904807	0.00396639043256636
gene_2601	-1.69900000771169	6.1576967545954	0.000305099666568003	0.00399083932724661
gene_538	-1.46550432978194	5.60115427191262	0.000306896670977101	0.00401172118924316
gene_3060	-2.1014951556194	3.88906136647877	0.000308398140919128	0.00402871510018456
gene_2246	-1.77381287084262	7.4268124252872	0.000310237439904567	0.00405009712669147
gene_970	-2.64900389007665	3.32250348062235	0.000311262200938099	0.00406082453930984
gene_673	-1.65919162808176	4.96276116018972	0.00031300299911123	0.0040808735216588
gene_195	-1.9324453594456	4.23406088490703	0.000314477411039788	0.00409742555100701
gene_528	-1.89577437806677	7.90752998435723	0.000315389991051418	0.004106640508482
gene_598	-1.55256671374363	5.3672191084606	0.000316264339376246	0.00411534599058225
gene_1791	-1.96914111718059	4.34058282243524	0.00031663445584793	0.00411641828052201
gene_3585	-3.04579821830925	3.39170144909512	0.000316758386686169	0.00411641828052201
gene_2849	-1.70948684435549	6.20863783165539	0.000317469155530634	0.00412297604585239
gene_2945	-2.09752442577029	3.99435141779119	0.000318549791440318	0.00413432565139933
gene_3768	4.26974462595161	8.02159785361847	0.000319222887885132	0.00414037468074101
gene_554	-3.56315405606277	3.25621899113332	0.00032068706823475	0.00415666971140311
gene_3621	1.94540525563607	4.15478421793088	0.000323464575342574	0.00418995563915251
gene_2322	-2.23889783440358	3.79397395088326	0.000325139640905691	0.00420892739036494
gene_1198	-1.85995561899845	4.67417336160551	0.000325399595428039	0.00420956785806001
gene_1137	-3.01693930351953	6.50917686528592	0.000326022464375574	0.00421489934551485
gene_1170	-1.64119691929587	6.10166670432597	0.000328306252153733	0.00424168284436348
gene_2525	-2.65414744356409	5.01522037761902	0.00033208577225584	0.00428774399297404
gene_3973	4.50005986515611	2.56361357490497	0.00033422911220259	0.00431263370583988
gene_12691	3.365411169458	3.7479045541823	0.000336377960256413	0.00433756235017941
gene_2950	-3.91071522314672	3.0433066887471	0.000338351702698112	0.00436020235435712
gene_2353	-1.76620417684979	6.80441879716967	0.000341935233504349	0.00440354453965678
gene_763	-2.17541430492518	4.25015359317758	0.000342854781129915	0.00441254544568745
gene_1192	-1.45931429369558	5.62094504225647	0.000343598124636814	0.0044172750382854
gene_2944	-1.48722167081668	6.4244379061476	0.000343663997978604	0.0044172750382854
gene_579	-1.71733520051731	4.67684558368439	0.000347087906412807	0.00445841883638802
gene_3256	-1.88145780259741	4.61242032465316	0.000348804801323832	0.00447759693612108
gene_900	-2.65205573509375	4.81039433722175	0.000349990869060132	0.00448994059089329
gene_559	-1.50720313244203	6.91084396077889	0.00035055507372245	0.00449429581695449
gene_17625	3.06072306640238	3.14012976431811	0.000350900037354675	0.00449583648116175
gene_3208	-2.65950629726732	5.06656249804423	0.000352417228035223	0.00451238448188506
gene_1119	-4.33521219480009	2.1524531293426	0.000353535199452609	0.00452380293605386
gene_1522	-1.85311286446535	4.50814386922604	0.000354510737997464	0.00453338539638701
gene_3006	-2.32665496322789	4.83623431251008	0.000355005353651649	0.00453680963133097
gene_2184	-2.32936780566781	3.94925572028627	0.000356347462118827	0.00455105315605143
gene_826	-1.61449051307516	5.90796413530437	0.000356746190628536	0.00455323791485049
gene_635	-2.27250696530925	4.32704795267903	0.000357317345207455	0.00455761919907468
gene_352	-1.86335352965565	4.26025843241405	0.000357623815218023	0.00455862097154906
gene_309	-1.78219562904877	9.07205517110187	0.000358137287064757	0.00456225843394594
gene_710	-2.6613734076641	4.17611495518057	0.000364247550883715	0.00463714259559153
gene_1942	-1.69879269142961	5.31695817110409	0.000365368302305588	0.00464845168327721
gene_987	-3.78251797130032	3.57964363927571	0.000367441146141125	0.00467185182633344
gene_3503	-1.95471561174039	4.49771552210477	0.000367721206021803	0.00467244226203053
gene_148	-2.63772491204163	3.31366761954654	0.000371373977824186	0.00471586003586268
gene_351	-1.96055845353267	5.07467526245103	0.000371669486672431	0.00471661785117298
gene_1196	-4.75234655108309	2.48844900578094	0.000372801170960188	0.00472797934001507
gene_3738	2.10046223279759	5.14569969877415	0.000373076263159435	0.00472846974853529
gene_1730	-1.74742989175863	4.55103480194555	0.000374531933483269	0.00474391302702051
gene_2348	-1.56978100501493	5.88186871823571	0.000375162868214295	0.00474654222060828
gene_951	-2.06990787418212	3.90189275089185	0.000375214162539085	0.00474654222060828
gene_2719	-1.87191846135475	4.41167733034086	0.000382518052205609	0.00483587929463476
gene_1111	-3.8092606907444	2.73870066437247	0.000383102209141921	0.00484020479016957
gene_1538	-1.77835624914703	4.66866627392268	0.000383449062336001	0.00484152856484849
gene_1477	-1.73953027976342	4.65774229460795	0.00038629090327654	0.00487433316437274
gene_2423	-1.59358815935191	6.21561546825575	0.000393840662619764	0.00496646485018618
gene_17777	4.31319638021563	4.7522657565416	0.000394633079648022	0.00497332173469467
gene_229	-1.65116262964566	4.72980883425432	0.000396745149674221	0.00499679029816399
gene_9533	-6.74036565289346	1.84337725249215	0.000399151448048632	0.00502393263749064
gene_2045	-1.54837767666978	5.07730422907714	0.000399936779099402	0.00503065130942645
gene_1001	-2.33652756331942	3.68531768272885	0.000401064992648755	0.00504167181205223
gene_2713	-1.33600060582564	11.367563247007	0.000401418812392695	0.00504294990443084
gene_1528	-2.34254978854515	4.186736806319	0.000402085388783566	0.00504815302929775
gene_397	-1.74339232240584	4.64242645910512	0.000403495398481311	0.00506267752172285
gene_1896	-1.87295400912698	4.36573700492704	0.000405519227330118	0.00507998197884322
gene_2685	-1.46365982188908	6.12579098836228	0.000405585867581884	0.00507998197884322
gene_19335	2.07491807016582	4.09222205924615	0.000405636561010631	0.00507998197884322
gene_3226	-2.89207659706403	5.64676886049938	0.00040615218523848	0.00508325638596345
gene_3174	-1.86483133522591	4.45168136457473	0.000406584246759828	0.00508548151044188
gene_993	-2.08447337411251	4.0187769924251	0.00040943731938716	0.0051179664923395
gene_3458	-4.92377867456464	2.63135203164344	0.000409954865475771	0.00512123504654304
gene_1598	-2.42084802773487	7.7861121581626	0.000412463442073829	0.00514935633050972
gene_3977	5.67247862392487	2.43734827799051	0.000414402188826418	0.00516933809024198
gene_519	-1.58165017038588	7.08810728601232	0.000414580914837407	0.00516933809024198
gene_1332	-1.40194503135642	7.04008658654289	0.000415064564980518	0.00517214411190677
gene_3057	-2.1572178476517	4.46086268895095	0.000415913960582596	0.00517950137711826
gene_692	-1.35805662840414	7.00560780424109	0.000419959138838484	0.00522662276090211
gene_3341	-7.19894088482397	2.20925993362615	0.000420259648409967	0.00522711005485033
gene_3104	-1.52014260716261	6.54734171818701	0.000422013416126212	0.0052456608592444
gene_2834	-1.45829357102962	6.61889113210596	0.000425896270912497	0.0052906369057453
gene_1106	-2.26102358528854	3.62640664704212	0.00042658514623268	0.00529590498116301
gene_3210	-1.50504909650115	6.89248571932391	0.000427069411038075	0.0052986279285121
gene_3265	-1.52992118962514	6.19666371594156	0.000429006905072338	0.00531920558297077
gene_1471	-1.4716150682302	6.62869508266067	0.000429259890545741	0.00531920558297077
gene_1451	-2.83579923251831	3.81428750546968	0.000435730224140034	0.00539603992743076
gene_2258	-1.82001923185065	4.62488685107879	0.000436658322963652	0.00540418716539173
gene_1612	-1.68422233480962	4.6697865631804	0.000436991680898712	0.00540496822385544
gene_751	-1.83463322638471	4.85068323163467	0.000437570321251111	0.00540878023796181
gene_2449	-1.68306269525443	6.50839383516038	0.000448500337225366	0.00554046123811447
gene_789	-2.38135934289279	3.67011492636936	0.000448891640930869	0.00554187211025764
gene_1742	-1.85487438817827	5.19205259036853	0.000449682627334354	0.00554821255193528
gene_3720	1.64027873101501	7.5693534786932	0.000451649747449971	0.00556904744081345
gene_1828	-1.70277823408145	5.15421199788654	0.000453099185306732	0.00558138990918764
gene_835	-1.55639291327863	7.85677236874248	0.000453208860626037	0.00558138990918764
gene_2651	-1.4963116119159	5.63164132849468	0.000453518524344812	0.0055817664534746
gene_1359	-2.69868466487072	4.36771095908767	0.00045506200998968	0.00559731869606002
gene_12753	-5.13252649871477	2.1284823052634	0.000455728346036892	0.0056020694042642
gene_4341	1.65594617589536	6.07055512340608	0.000458200961967201	0.00562900444677151
gene_3424	-2.22415772233142	5.03390675846664	0.000462216943899311	0.00567485505094305
gene_2561	-3.57409624665115	3.26550758270993	0.000468858218413287	0.00575286157562316
gene_3073	-1.81144960479454	5.86727219697779	0.000470942652553256	0.0057748945745341
gene_2961	-1.83616595736897	4.42996933768898	0.000476642272446417	0.00584120431919628
gene_3011	-1.82625873788599	5.56253349344947	0.000478330490442297	0.00585830361839923
gene_1226	-1.93956185042841	4.86269634088011	0.000482474319361199	0.00590543842547367
gene_1372	-1.49729870528502	5.74890493669601	0.000483940181568003	0.00591975757269728
gene_1060	-2.09287040275253	3.88241602774382	0.000487858725682929	0.0059640431012583
gene_3160	-2.5595013354857	3.17379466657578	0.000489075007895985	0.00597525971772737
gene_3102	-1.76820482691893	6.92122807889989	0.000490526556903411	0.00598933524912589
gene_2602	-1.66981589574539	4.74357330260966	0.000494870243724339	0.00603554574902296
gene_204	-1.69792572699888	5.37120400377724	0.000494914751419883	0.00603554574902296
gene_1517	-2.06193032054372	3.89573219741934	0.000497279660638025	0.00606069056231596
gene_2073	-1.45115006911717	6.31695997221476	0.000497967403487601	0.00606537641276006
gene_1770	-1.43872139735053	6.59658734944863	0.000504759709345052	0.00614436651667745
gene_1110	-2.49006493870806	3.75631518631973	0.000505641165948982	0.00615135238380756
gene_3790	1.56573508780714	6.1977664291893	0.000507159917617057	0.00616516074395245
gene_2793	-1.93002334338927	4.25884295540145	0.000507392729227287	0.00616516074395245
gene_3765	2.20500828821373	4.86717798273664	0.000512619863123498	0.00622489208407405
gene_2671	-3.38899591169549	2.96328958437153	0.000515500716693834	0.00625607665890575
gene_13481	2.90646733154714	3.01659501235046	0.000517667723015083	0.00627856547016475
gene_973	-2.02486712925593	4.61842190797987	0.000521340123357198	0.00631927422251149
gene_1327	-1.62956850239153	5.52082047281741	0.000521798527265982	0.00632099972460305
gene_1379	-1.55524619201588	4.96800164957102	0.000522368165797962	0.00632406980384942
gene_3323	-3.24193821800977	3.35488469806512	0.000525197668704373	0.00635447875020415
gene_3490	-3.87762370293813	2.21661440915302	0.000530065626341049	0.00640949971391837
gene_1497	-1.55666067975286	7.03193935327455	0.000530850431143594	0.00641511095037576
gene_2237	-1.96419678405495	5.54269058689282	0.000533487999886007	0.00644309178606289
gene_1664	-1.90815874805961	4.04468094307669	0.000534724767908804	0.00645413117572485
gene_3364	-4.99311713128025	2.01831176629966	0.000536123025092016	0.00646710524839585
gene_1863	-1.95926500362898	5.6655590103167	0.000536642618773567	0.00646947099184529
gene_2166	-2.38626657188038	3.45282665117054	0.000539237509878948	0.0064940471258388
gene_2207	-1.6024131944493	6.24464593976405	0.000539330613800912	0.0064940471258388
gene_2031	-1.79626901375346	6.23791871057827	0.00054560460410674	0.00656563903858893
gene_17491	4.14430816348969	5.86029085297779	0.000551201094414667	0.00662899692621368
gene_2918	-1.67459272904527	4.66263794284696	0.000551625794137796	0.00663011771800236
gene_3049	-1.98515460198432	4.99916769206092	0.000558210262738141	0.00670522838123893
gene_2181	-2.11671567604232	3.86277545892474	0.000565582477891934	0.00678970561694999
gene_3058	-2.46073531068452	3.51116812246841	0.000569377408689816	0.00683116267174345
gene_1783	-1.81797750737797	5.16364706016624	0.000570624501248344	0.0068420203986612
gene_2814	-1.96926622955936	5.18451738961107	0.000572635770824888	0.00686202241851274
gene_2070	-2.04544948640896	3.9887816322185	0.000574141744302646	0.00687594903356463
gene_2268	-1.64567895379611	4.91005213604494	0.000577057793319592	0.00690673600621894
gene_3264	-2.41064316502363	3.74360200268998	0.000579229859847223	0.00692487330649624
gene_2224	-2.46629848823817	5.46661220601748	0.00057926565208841	0.00692487330649624
gene_3177	-3.8046859220599	4.7165963438256	0.000579649150679723	0.00692531840716515
gene_1121	-1.92486448915739	4.25490607037242	0.000580651757741547	0.00693315531631698
gene_1975	-2.07276745313804	3.9401751402816	0.000582725159258626	0.00694888902346904
gene_3959	1.91249688378503	3.99638629674805	0.000582961377958845	0.00694888902346904
gene_2569	-1.85982857380835	5.34686682976719	0.000583011789069053	0.00694888902346904
gene_1697	-1.32661295594787	6.73611903181526	0.000585651688781891	0.00697619641193438
gene_3638	7.51012849201273	2.43924547741033	0.000587098730960705	0.00698927060667506
gene_1760	-1.99745160131635	4.33658137709624	0.00059058161278667	0.00702655101471351
gene_10056	4.27881286247996	3.85083286988467	0.000592735440886859	0.00704798383932056
gene_713	-1.78645817766756	4.45793086928429	0.000595795871617414	0.00708016484393837
gene_3913	2.58322769312984	3.44057831117016	0.000597360339213931	0.00709454084577116
gene_2148	-2.83837709076338	3.22292789358977	0.000598244336801523	0.00710082298874211
gene_2676	-2.2201051102664	3.82198710837834	0.000609756640481677	0.0072331748574339
gene_3275	-1.77858647230858	4.70501166366773	0.000613782841264077	0.00727661933923031
gene_1467	-1.34233474332845	8.36298002603074	0.000615610302910238	0.00729396093495543
gene_728	-1.49357274114208	5.5885150552346	0.000619654459321061	0.00733753060178876
gene_691	-1.87643871381642	4.27003231132094	0.000621477137863007	0.00734633701688899
gene_1803	-2.42758263182913	6.89980021411745	0.000621626378884534	0.00734633701688899
gene_2311	-1.51614776516961	5.12531476675031	0.000621687218997618	0.00734633701688899
gene_2887	-2.3981546154006	4.54536917371037	0.000621867428479653	0.00734633701688899
gene_1232	-1.48949114150768	5.19604092499212	0.000622608986954141	0.00735075545400402
gene_10736	6.5619086702985	1.66924555832467	0.000624243064579262	0.00736569987704144
gene_3225	-2.47787749146037	4.29596617137137	0.000625241414763147	0.00737312989107485
gene_1107	-2.38653744407994	4.25678658286213	0.000626301776274891	0.00737653209019982
gene_111	-1.73540952937827	4.74212931200621	0.000626375551793819	0.00737653209019982
gene_5183	4.58255380896846	2.63242009049985	0.000626636401062475	0.00737653209019982
gene_3830	1.6283202317869	5.22368520396765	0.00062739472072677	0.00738111436149141
gene_268	-1.55624277634673	8.04249946736441	0.00063056890396016	0.00741409646043692
gene_3485	-3.26513669589489	9.25187182858166	0.0006310209386882	0.00741505215849824
gene_1555	-1.55397343288905	7.42818838413357	0.000632283237778529	0.00742552246363511
gene_285	-2.1245485106912	4.71794887086703	0.000636467991782118	0.00747028159368683
gene_1878	-2.00549042604271	4.36838695469607	0.000643608681824875	0.00754966195689003
gene_1002	-1.38970211600032	6.66984577429572	0.000652501868072251	0.00764949435020224
gene_1818	-1.57806132651923	5.99038977688218	0.000653512274111252	0.00765685148343587
gene_17111	3.54378361973711	2.57624594949831	0.000657409048006322	0.00769799822021454
gene_2150	-1.53214392119741	6.11817644018133	0.0006701633884255	0.00783869230314418
gene_3025	-2.22221160932132	4.56354628610827	0.000670208191918828	0.00783869230314418
gene_2856	-4.90065805972897	1.94685858088978	0.000672980915688638	0.00786652151593966
gene_233	-1.87150087364763	4.41130006340315	0.000675120588097186	0.0078869227581447
gene_647	-2.29666068299527	4.07834360935144	0.000678829842830384	0.00792562571897705
gene_2895	-1.4196549738399	6.61473626695802	0.000683463480112381	0.00797480803356795
gene_797	-1.70177198153521	8.93217239041322	0.000683839788878452	0.00797480803356795
gene_144	-1.57773947113263	5.8949586819104	0.000684927012305168	0.00797834083279495
gene_1027	-1.80394425394249	4.21576260824794	0.000684940560495446	0.00797834083279495
gene_1678	-1.66000541064542	6.12215430205533	0.000686937294165514	0.00799694172486047
gene_1100	-6.43707441228355	1.61535078405954	0.000690213167955586	0.0080304033502686
gene_3711	1.7122705068695	7.41132959900906	0.000693592772971829	0.00806503224385848
gene_7	-1.9470763360853	5.19515687192831	0.000696502340706744	0.00809415852070592
gene_2134	-1.57972611190395	5.68459930068528	0.00070026376393319	0.0081331447611288
gene_3983	2.65968955968152	3.23797278782144	0.000701421185708414	0.00814185938140933
gene_1911	-1.44766109442856	5.88842685215156	0.00070272410165426	0.00815225175933016
gene_1360	-3.94476826186022	4.58133343725748	0.000709248269359682	0.00822316834040211
gene_1287	-2.08311513172386	3.67417668984171	0.000710192075986924	0.00822934039382299
gene_3782	2.23318439796802	4.75785694243792	0.000722989613991756	0.00837278070633186
gene_3077	-1.55137039094561	4.76717403925593	0.000725313179469881	0.00839482846608658
gene_755	-1.69347111775328	6.35698297251875	0.000729360351345286	0.00843678833250765
gene_2017	-1.89536108950109	4.28446683954659	0.000729976608060347	0.00843903593133349
gene_2219	-4.24700682832068	3.10719550626139	0.000734649245564096	0.0084881484178405
gene_529	-1.7130451578768	4.56393992887433	0.000736172212111239	0.00850083385809744
gene_378	-1.36075129495041	6.88610912075804	0.0007367271175436	0.00850233257407501
gene_2897	-1.45515815272377	5.25601672224935	0.000738423219937213	0.00851699215613856
gene_1552	-1.6075806656637	5.31458036024009	0.000755565123783169	0.00870968442401347
gene_1587	-1.82564200823539	4.58991856894154	0.000756930651686947	0.00872039921298326
gene_3372	-2.02938813810508	3.87092813427134	0.000758167608422356	0.00872962128292868
gene_3446	-1.70412104502797	4.57620563005992	0.000759890418960146	0.00874388695482855
gene_1374	-1.95909935606559	7.65807001026903	0.000760289142197899	0.00874388695482855
gene_2634	-1.69216070820677	5.39873779543878	0.000760718165070084	0.00874388695482855
gene_884	-5.51065885859452	2.43646806816616	0.00076571550190256	0.00879627227917932
gene_1165	-2.97481783324046	3.66248101779361	0.000768028608844215	0.00881777966526079
gene_2877	-2.82095047012449	4.65010862036597	0.000770831102067841	0.00884487782062927
gene_919	-2.4505434561441	3.50316268767363	0.00077486363684039	0.00888605088119714
gene_3162	-1.47301515595282	6.03928009555464	0.000787002202018882	0.00902008254462902
gene_15834	-1.75779661703464	6.40075677727293	0.000788140227497371	0.00902795220500997
gene_1979	-2.74937396050162	2.95653587666298	0.000792663451439963	0.00907456727464182
gene_1105	-1.92081810256961	4.19818061852199	0.000794052657423963	0.00908174338268686
gene_1020	-2.00885944276053	5.45071570869523	0.000794198458815966	0.00908174338268686
gene_3425	-2.05244250738256	5.19161046808885	0.000797697595426611	0.0091114649549039
gene_3513	-2.17833405197273	3.65782591951064	0.000797708756801836	0.0091114649549039
gene_2618	-1.9010133260495	5.17344436094181	0.000800805251275104	0.00914161245747836
gene_1642	-2.41259817144342	6.36579597036034	0.000804161787557979	0.00917469238514522
gene_3521	-2.14602076139508	5.10956306256605	0.000806511787418589	0.00919625755323362
gene_232	-1.59073360568443	5.41524387350123	0.000815060123941684	0.00928843446087389
gene_1608	-3.39609510380947	4.22851036483753	0.000815915217829662	0.0092928840299506
gene_46	-1.43576882403879	7.64525091734765	0.000820463967655022	0.00933937356465591
gene_3138	-1.88300968373231	4.27510274827731	0.00082471063255774	0.00938237352170353
gene_2185	-1.67073252636467	5.06607668470329	0.000826365083280893	0.00939353995134835
gene_2735	-1.83093275801897	4.04612164137763	0.000826631515718655	0.00939353995134835
gene_3925	1.85460235362729	4.23159782246115	0.000830750511590099	0.00943498593515161
gene_3202	-1.90445041100389	5.82096368181951	0.000838982939559655	0.00952307536390073
gene_1704	-2.15748608817524	3.81502756087203	0.000843110418487481	0.00956449709004516
gene_2010	-1.83527479081366	6.45483324200465	0.000852615186211355	0.00966683884593372
gene_1237	-3.69603640481568	2.38972220368765	0.000855911154400964	0.00969870996488344
gene_2064	-1.89621209254328	4.81200155354458	0.000860790398796654	0.0097484756375612
gene_2022	-1.79693026575466	4.18494986491031	0.000864030424300275	0.00977963128806197
gene_2969	-1.3552018428159	7.7487737055141	0.000865734812826314	0.00979338023559179
gene_922	-1.92324554247588	5.09083957072654	0.000866952551552565	0.0098016116625502
gene_1254	-1.77410120384107	5.72906133912984	0.000872980331529564	0.00986418453705722
gene_3553	-4.16018380095757	2.4404492224405	0.000878558986636119	0.00991762033518668
gene_2055	-1.69624701167667	6.54239073841666	0.00087870116169754	0.00991762033518668
gene_286	-2.05877244919237	5.07337133244151	0.00088320418667553	0.00996282218472115
gene_1263	-2.00525861014078	4.26245270163974	0.000889443218938402	0.0100275447456415
gene_2990	-1.33780036318745	6.98826534646021	0.000892800222998569	0.0100597208225191
gene_1492	-1.96114107083895	4.14415903473804	0.000893366469539475	0.0100604332155346
gene_316	-1.86609444960292	5.11862368505675	0.000894382677580548	0.0100662090892577
gene_582	-1.63406068979178	4.76547914770109	0.000895216440687934	0.010069672011329
gene_552	-1.53445634338994	6.62983642947071	0.000895697325407711	0.010069672011329
gene_4320	3.10198494930042	4.88303604720534	0.000899265265367517	0.010104104105253
gene_15448	1.4391374791924	5.74596375505363	0.000902495450325388	0.0101347046639572
gene_13862	7.3435401177498	2.29725517861988	0.000909376113279353	0.0102017117963399
gene_1104	-1.55227711153308	7.00964759744979	0.0009094826066437	0.0102017117963399
gene_274	-1.44574162165855	5.50316593343265	0.000912187245922866	0.0102263144161756
gene_1381	-6.10008717242321	9.25355228177865	0.00091339102145961	0.0102340730695755
gene_3728	2.92183504607019	3.02947702117897	0.000925825151553393	0.0103675828841365
gene_2558	-4.07278568132112	2.95851527966631	0.000927186192026265	0.0103770139006857
gene_2805	-2.00577583768864	5.25477416170429	0.000930020194433923	0.010402910452281
gene_3650	1.38521887319458	6.08533574790319	0.00093058956428675	0.0104034607522275
gene_3853	4.95375103109377	4.60412643804348	0.000932106999763386	0.0104115356592606
gene_3599	-1.59836914811062	5.36027818946751	0.000932353018286791	0.0104115356592606
gene_2506	-2.02740631547025	4.55391993653714	0.00093730310433827	0.0104609721466325
gene_8306	-1.32182770186325	6.94152174164755	0.000938745196841443	0.0104706576277392
gene_4000	4.16970461295175	1.87733840657262	0.000939217989208208	0.0104706576277392
gene_57	-1.98140947830619	4.24413107922262	0.000944680228241768	0.0105256849943373
gene_2244	-1.34463999003445	7.07250413696855	0.000960159544443771	0.0106921998267681
gene_19626	2.00004901936833	4.81003415457412	0.000963166913207767	0.0107197207925183
gene_11397	1.6689094264804	4.49077969938668	0.00096605207792851	0.0107458518123305
gene_2114	-1.58236819005234	5.53181827758736	0.000968257685442614	0.0107643989487784
gene_2066	-2.00784868458143	6.04455476177809	0.000970986940308243	0.0107887437812027
gene_2330	-1.6089255916464	8.03723361672316	0.000980838754242963	0.0108921571820429
gene_661	-1.47978516248271	5.00308174576076	0.000985722296254374	0.0109403140538776
gene_16201	-2.14958981210936	4.06914302687672	0.000993856484441508	0.0110244757009596
gene_852	-1.50336606978173	4.890243679	0.000996344220957559	0.0110459447999729
gene_1910	-1.64284291444018	9.89422786169144	0.00100568494022441	0.0111433234373896
gene_162	-1.74473850763403	7.02040087358751	0.0010228263187299	0.0113269802738638
gene_369	-1.50552926601767	4.77885045638996	0.00103846752398731	0.0114938298172364
gene_525	-1.62096981866227	4.39821547201002	0.00104194069005723	0.0115258925891286
gene_2149	-1.98331018934555	4.60747534636827	0.00105981817796176	0.0117171716745357
gene_1626	-1.47282758439523	7.0046461857806	0.00106700598607958	0.0117901213931445
gene_2545	-1.51834968721842	6.87827290966131	0.00106971786521488	0.0118135600796784
gene_14266	1.41181570978984	5.87409984907698	0.00107232471863313	0.0118358136714473
gene_3240	-1.99433884162074	4.77744663044827	0.00107317800720899	0.0118386983696523
gene_11485	6.90668243442536	1.93761152352658	0.0010749398337624	0.0118515968441279
gene_2784	-1.60155135714514	7.18666946851855	0.00107580483350066	0.0118545987162607
gene_7318	-1.4852866010951	6.5044490861533	0.0010775505780643	0.0118672971152456
gene_2030	-1.81669415856034	4.73379648155075	0.00108295167411444	0.0119202165560203
gene_1536	-1.7222902867211	4.41015265504685	0.00108375918224097	0.0119225432589766
gene_5393	3.59728619939305	3.48809593933721	0.00108936575666251	0.0119776333882629
gene_849	-1.32166964560811	6.33761971542862	0.00109054052201181	0.0119839617803496
gene_6159	-2.38896978961306	4.25871988471597	0.00109165056260206	0.0119895723514778
gene_1814	-1.79793505593157	5.0524880783291	0.00110517699755072	0.0121314708842011
gene_255	-2.45444505483602	3.38089542744824	0.0011209041554429	0.0122973577119353
gene_1217	-1.34198967693566	8.54672354363507	0.0011235497403285	0.0123196243457073
gene_1985	-2.08874775350027	3.80228983522097	0.00112426179895789	0.0123206772488536
gene_3968	1.87728602202711	4.85810110199158	0.00113914884545298	0.0124769862590688
gene_1449	-1.66153518379943	6.0326694603506	0.00114399727984669	0.0125232324011679
gene_1291	-1.47577863455821	6.26430855616807	0.00114804665030126	0.0125585390475293
gene_1744	-2.2261267673561	6.23574698669078	0.00114875036504568	0.0125585390475293
gene_613	-2.06948570532943	3.74746155760714	0.00114910632284893	0.0125585390475293
gene_2285	-2.03183113232804	4.07682671807137	0.00115525364137123	0.0126156630388017
gene_3716	2.96744877317088	2.60618484667238	0.00115559473435423	0.0126156630388017
gene_2427	-1.29973541615893	6.79764090757711	0.00115775714353149	0.012632374724839
gene_2453	6.37766663283618	1.53214048359321	0.00116225362189104	0.012668585036634
gene_19553	1.62566424553222	4.72774898857924	0.00116234267711117	0.012668585036634
gene_3721	2.11273413507486	3.65381212318479	0.00117207787215955	0.0127677328121955
gene_7163	1.35096393484836	5.54119907889276	0.0011729247753263	0.0127700029975645
gene_252	-2.82281078555071	5.20518665827258	0.00117640908403445	0.0128009693583727
gene_19663	-4.65848558592844	1.7643634409173	0.00118329383076662	0.0128688834232368
gene_8428	-3.17781947632693	3.59186563592414	0.0011867936136435	0.0128999305830815
gene_2925	-1.67980825693127	4.3789361259184	0.00118970819854256	0.0129245866218638
gene_2092	-1.81214038808941	4.71236156774482	0.00119361940329873	0.012960036952212
gene_1956	-1.68152535564863	5.69382070342105	0.00120010461164089	0.0130233815696244
gene_2071	-1.91057441145322	6.02306172628487	0.00120779041766137	0.0130996791503402
gene_872	-2.61124362716295	3.21422839653077	0.00121045862973905	0.0131215027613989
gene_503	-6.43834141570748	1.61606578241311	0.00121323810518655	0.0131445081818695
gene_2992	-1.73818586962737	4.72725481463009	0.00121674334030136	0.0131753474856672
gene_152	2.04663021129968	3.60289834670408	0.00121860840792381	0.0131884026831581
gene_3002	-2.19965531486175	3.62742646248364	0.00122183060875484	0.0132161234045954
gene_2929	-1.48236854446107	5.78932911979235	0.00122338519003673	0.013225785838235
gene_2172	-1.99379509652687	3.69027087466979	0.00123166585830814	0.0133026936752741
gene_3773	2.22506698927247	3.81718839698852	0.00123218708999744	0.0133026936752741
gene_10380	4.20623973114646	1.90557988129712	0.00123249456901415	0.0133026936752741
gene_1120	-1.44711671843491	7.62798271444418	0.00123376694968027	0.0133092443331205
gene_5871	5.36809344545222	2.18496677546632	0.00123532954533299	0.0133189169308139
gene_2333	-1.39592701225733	6.29171198711074	0.00124193983801761	0.0133829723924311
gene_72	-1.48114573665244	7.1628587825557	0.00124687233360491	0.0134288888918137
gene_1564	-2.56471276955218	4.17890731445821	0.00126047246398432	0.0135680566629098
gene_3699	2.03254538641013	5.83740466210854	0.00126539849465574	0.0136137546493356
gene_3287	-1.6685421392721	4.94143323281764	0.00126843636244724	0.0136391006714757
gene_2665	-1.60875000189914	7.48593193697808	0.00127084145799108	0.0136576191079106
gene_8769	1.80762620868289	4.05115985902275	0.00128802781699402	0.0138348852523525
gene_2127	-1.44819922467798	6.20231367658357	0.00129235672506124	0.0138739315626542
gene_842	-1.57728293806022	5.21560349677049	0.00129581805912704	0.0138985847892282
gene_3028	-1.63628291082091	4.34713366395368	0.00129604303159553	0.0138985847892282
gene_2641	-1.56545878915969	5.17275231493135	0.00129839064191653	0.0139162984128245
gene_1270	-2.01796991758796	8.63498006470061	0.00130127548797347	0.0139397481304067
gene_3350	-1.61569173449753	8.82794563037297	0.00131129047815769	0.0140310764463104
gene_1050	-1.63915372225839	4.32781749822293	0.0013118012231031	0.0140310764463104
gene_1067	-2.72420118073104	3.3036926159036	0.00131190564773002	0.0140310764463104
gene_1246	-2.2992490040609	4.37856506524487	0.00131888208644896	0.014098151645633
